golden_contact_id,surviving_contact_id,source_contact_ids,full_name,email,phone,job_title,record_quality_score,quality_grade,survivorship_reason,records_merged_count
GOLD_CON_010206,CON011651,CON011651,First11650 Last11650,user11650@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_010207,CON011653,CON011653,First11652 Last11652,user11652@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_010208,CON011654,CON011654,First11653 Last11653,user11653@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_010209,CON011655,CON011655,First11654 Last11654,user11654@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_010210,CON011656,CON011656,First11655 Last11655,user11655@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_010211,CON011657,CON011657,First11656 Last11656,user11656@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_010212,CON011658,CON011658,First11657 Last11657,user11657@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_010213,CON011659,CON011659,First11658 Last11658,user11658@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_010214,CON011660,CON011660,First11659 Last11659,user11659@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_010215,CON011662,CON011662,First11661 Last11661,user11661@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_010216,CON011663,CON011663,First11662 Last11662,user11662@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_010217,CON011664,CON011664,First11663 Last11663,user11663@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_010218,CON011665,CON011665,First11664 Last11664,user11664@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_010219,CON011666,CON011666,First11665 Last11665,user11665@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_010220,CON011667,CON011667,First11666 Last11666,user11666@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_010221,CON011668,CON011668,First11667 Last11667,user11667@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_010222,CON011669,CON011669,First11668 Last11668,user11668@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_010223,CON011670,CON011670,First11669 Last11669,user11669@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_010224,CON011671,CON011671,First11670 Last11670,user11670@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_010225,CON011672,CON011672,First11671 Last11671,user11671@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_010226,CON011673,CON011673,First11672 Last11672,user11672@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_010227,CON011674,CON011674,First11673 Last11673,user11673@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_010228,CON011675,CON011675,First11674 Last11674,user11674@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_010229,CON011676,CON011676,First11675 Last11675,user11675@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_010230,CON011677,CON011677,First11676 Last11676,user11676@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_010231,CON011678,CON011678,First11677 Last11677,user11677@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_010232,CON011679,CON011679,First11678 Last11678,user11678@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_010233,CON011681,CON011681,First11680 Last11680,user11680@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_010234,CON011682,CON011682,First11681 Last11681,user11681@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_010235,CON011683,CON011683,First11682 Last11682,user11682@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_010236,CON011684,CON011684,First11683 Last11683,user11683@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_010237,CON011685,CON011685,First11684 Last11684,user11684@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_010238,CON011686,CON011686,First11685 Last11685,user11685@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_010239,CON011687,CON011687,First11686 Last11686,user11686@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_010240,CON011688,CON011688,First11687 Last11687,user11687@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_010241,CON011689,CON011689,First11688 Last11688,user11688@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_010242,CON011690,CON011690,First11689 Last11689,user11689@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_010243,CON011691,CON011691,First11690 Last11690,user11690@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_010244,CON011692,CON011692,First11691 Last11691,user11691@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_010245,CON011693,CON011693,First11692 Last11692,user11692@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_010246,CON011695,CON011695,First11694 Last11694,user11694@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_010247,CON011696,CON011696,First11695 Last11695,user11695@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_010248,CON011697,CON011697,First11696 Last11696,user11696@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_010249,CON011698,CON011698,First11697 Last11697,user11697@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_010250,CON011699,CON011699,First11698 Last11698,user11698@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_010251,CON011700,CON011700,First11699 Last11699,user11699@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_010252,CON011701,CON011701,First11700 Last11700,user11700@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_010253,CON011704,CON011704,First11703 Last11703,user11703@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_010254,CON011705,CON011705,First11704 Last11704,user11704@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_010255,CON011706,CON011706,First11705 Last11705,user11705@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_010256,CON011707,CON011707,First11706 Last11706,user11706@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_010257,CON011708,CON011708,First11707 Last11707,user11707@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_010258,CON011709,CON011709,First11708 Last11708,user11708@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_010259,CON011710,CON011710,First11709 Last11709,user11709@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_010260,CON011711,CON011711,First11710 Last11710,user11710@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_010261,CON011712,CON011712,First11711 Last11711,user11711@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_010262,CON011714,CON011714,First11713 Last11713,user11713@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_010263,CON011715,CON011715,First11714 Last11714,user11714@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_010264,CON011716,CON011716,First11715 Last11715,user11715@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_010265,CON011717,CON011717,First11716 Last11716,user11716@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_010266,CON011718,CON011718,First11717 Last11717,user11717@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_010267,CON011719,CON011719,First11718 Last11718,user11718@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_010268,CON011720,CON011720,First11719 Last11719,user11719@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_010269,CON011721,CON011721,First11720 Last11720,user11720@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_010270,CON011722,CON011722,First11721 Last11721,user11721@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_010271,CON011723,CON011723,First11722 Last11722,user11722@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_010272,CON011724,CON011724,First11723 Last11723,user11723@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_010273,CON011725,CON011725,First11724 Last11724,user11724@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_010274,CON011726,CON011726,First11725 Last11725,user11725@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_010275,CON011727,CON011727,First11726 Last11726,user11726@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_010276,CON011729,CON011729,First11728 Last11728,user11728@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_010277,CON011730,CON011730,First11729 Last11729,user11729@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_010278,CON011731,CON011731,First11730 Last11730,user11730@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_010279,CON011732,CON011732,First11731 Last11731,user11731@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_010280,CON011733,CON011733,First11732 Last11732,user11732@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_010281,CON011734,CON011734,First11733 Last11733,user11733@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_010282,CON011735,CON011735,First11734 Last11734,user11734@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_010283,CON011736,CON011736,First11735 Last11735,user11735@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_010284,CON011737,CON011737,First11736 Last11736,user11736@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_010285,CON011738,CON011738,First11737 Last11737,user11737@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_010286,CON011739,CON011739,First11738 Last11738,user11738@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_010287,CON011740,CON011740,First11739 Last11739,user11739@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_010288,CON011741,CON011741,First11740 Last11740,user11740@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_010289,CON011742,CON011742,First11741 Last11741,user11741@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_010290,CON011743,CON011743,First11742 Last11742,user11742@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_010291,CON011744,CON011744,First11743 Last11743,user11743@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_010292,CON011745,CON011745,First11744 Last11744,user11744@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_010293,CON011746,CON011746,First11745 Last11745,user11745@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_010294,CON011747,CON011747,First11746 Last11746,user11746@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_010295,CON011748,CON011748,First11747 Last11747,user11747@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_010296,CON011749,CON011749,First11748 Last11748,user11748@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_010297,CON011750,CON011750,First11749 Last11749,user11749@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_010298,CON011751,CON011751,First11750 Last11750,user11750@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_010299,CON011752,CON011752,First11751 Last11751,user11751@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_010300,CON011753,CON011753,First11752 Last11752,user11752@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_010301,CON011755,CON011755,First11754 Last11754,user11754@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_010302,CON011756,CON011756,First11755 Last11755,user11755@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_010303,CON011757,CON011757,First11756 Last11756,user11756@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_010304,CON011758,CON011758,First11757 Last11757,user11757@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_010305,CON011760,CON011760,First11759 Last11759,user11759@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_010306,CON011761,CON011761,First11760 Last11760,user11760@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_010307,CON011762,CON011762,First11761 Last11761,user11761@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_010308,CON011763,CON011763,First11762 Last11762,user11762@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_010309,CON011764,CON011764,First11763 Last11763,user11763@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_010310,CON011766,CON011766,First11765 Last11765,user11765@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_010311,CON011768,CON011768,First11767 Last11767,user11767@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_010312,CON011771,CON011771,First11770 Last11770,user11770@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_010313,CON011772,CON011772,First11771 Last11771,user11771@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_010314,CON011773,CON011773,First11772 Last11772,user11772@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_010315,CON011774,CON011774,First11773 Last11773,user11773@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_010316,CON011775,CON011775,First11774 Last11774,user11774@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_010317,CON011776,CON011776,First11775 Last11775,user11775@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_010318,CON011778,CON011778,First11777 Last11777,user11777@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_010319,CON011779,CON011779,First11778 Last11778,user11778@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_010320,CON011780,CON011780,First11779 Last11779,user11779@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_010321,CON011781,CON011781,First11780 Last11780,user11780@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_010322,CON011782,CON011782,First11781 Last11781,user11781@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_010323,CON011783,CON011783,First11782 Last11782,user11782@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_010324,CON011785,CON011785,First11784 Last11784,user11784@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_010325,CON011786,CON011786,First11785 Last11785,user11785@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_010326,CON011787,CON011787,First11786 Last11786,user11786@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_010327,CON011788,CON011788,First11787 Last11787,user11787@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_010328,CON011789,CON011789,First11788 Last11788,user11788@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_010329,CON011790,CON011790,First11789 Last11789,user11789@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_010330,CON011791,CON011791,First11790 Last11790,user11790@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_010331,CON011792,CON011792,First11791 Last11791,user11791@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_010332,CON011793,CON011793,First11792 Last11792,user11792@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_010333,CON011795,CON011795,First11794 Last11794,user11794@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_010334,CON011796,CON011796,First11795 Last11795,user11795@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_010335,CON011797,CON011797,First11796 Last11796,user11796@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_010336,CON011798,CON011798,First11797 Last11797,user11797@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_010337,CON011799,CON011799,First11798 Last11798,user11798@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_010338,CON011801,CON011801,First11800 Last11800,user11800@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_010339,CON011802,CON011802,First11801 Last11801,user11801@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_010340,CON011803,CON011803,First11802 Last11802,user11802@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_010341,CON011804,CON011804,First11803 Last11803,user11803@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_010342,CON011805,CON011805,First11804 Last11804,user11804@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_010343,CON011806,CON011806,First11805 Last11805,user11805@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_010344,CON011807,CON011807,First11806 Last11806,user11806@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_010345,CON011808,CON011808,First11807 Last11807,user11807@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_010346,CON011809,CON011809,First11808 Last11808,user11808@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_010347,CON011810,CON011810,First11809 Last11809,user11809@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_010348,CON011811,CON011811,First11810 Last11810,user11810@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_010349,CON011812,CON011812,First11811 Last11811,user11811@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_010350,CON011813,CON011813,First11812 Last11812,user11812@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_010351,CON011814,CON011814,First11813 Last11813,user11813@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_010352,CON011815,CON011815,First11814 Last11814,user11814@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_010353,CON011816,CON011816,First11815 Last11815,user11815@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_010354,CON011818,CON011818,First11817 Last11817,user11817@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_010355,CON011819,CON011819,First11818 Last11818,user11818@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_010356,CON011820,CON011820,First11819 Last11819,user11819@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_010357,CON011821,CON011821,First11820 Last11820,user11820@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_010358,CON011822,CON011822,First11821 Last11821,user11821@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_010359,CON011824,CON011824,First11823 Last11823,user11823@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_010360,CON011825,CON011825,First11824 Last11824,user11824@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_010361,CON011826,CON011826,First11825 Last11825,user11825@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_010362,CON011827,CON011827,First11826 Last11826,user11826@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_010363,CON011828,CON011828,First11827 Last11827,user11827@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_010364,CON011829,CON011829,First11828 Last11828,user11828@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_010365,CON011830,CON011830,First11829 Last11829,user11829@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_010366,CON011831,CON011831,First11830 Last11830,user11830@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_010367,CON011832,CON011832,First11831 Last11831,user11831@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_010368,CON011834,CON011834,First11833 Last11833,user11833@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_010369,CON011835,CON011835,First11834 Last11834,user11834@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_010370,CON011836,CON011836,First11835 Last11835,user11835@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_010371,CON011837,CON011837,First11836 Last11836,user11836@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_010372,CON011838,CON011838,First11837 Last11837,user11837@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_010373,CON011839,CON011839,First11838 Last11838,user11838@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_010374,CON011840,CON011840,First11839 Last11839,user11839@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_010375,CON011841,CON011841,First11840 Last11840,user11840@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_010376,CON011842,CON011842,First11841 Last11841,user11841@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_010377,CON011843,CON011843,First11842 Last11842,user11842@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_010378,CON011844,CON011844,First11843 Last11843,user11843@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_010379,CON011845,CON011845,First11844 Last11844,user11844@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_010380,CON011846,CON011846,First11845 Last11845,user11845@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_010381,CON011847,CON011847,First11846 Last11846,user11846@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_010382,CON011848,CON011848,First11847 Last11847,user11847@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_010383,CON011849,CON011849,First11848 Last11848,user11848@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_010384,CON011850,CON011850,First11849 Last11849,user11849@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_010385,CON011851,CON011851,First11850 Last11850,user11850@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_010386,CON011852,CON011852,First11851 Last11851,user11851@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_010387,CON011853,CON011853,First11852 Last11852,user11852@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_010388,CON011854,CON011854,First11853 Last11853,user11853@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_010389,CON011856,CON011856,First11855 Last11855,user11855@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_010390,CON011857,CON011857,First11856 Last11856,user11856@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_010391,CON011858,CON011858,First11857 Last11857,user11857@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_010392,CON011859,CON011859,First11858 Last11858,user11858@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_010393,CON011860,CON011860,First11859 Last11859,user11859@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_010394,CON011862,CON011862,First11861 Last11861,user11861@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_010395,CON011863,CON011863,First11862 Last11862,user11862@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_010396,CON011864,CON011864,First11863 Last11863,user11863@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_010397,CON011865,CON011865,First11864 Last11864,user11864@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_010398,CON011866,CON011866,First11865 Last11865,user11865@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_010399,CON011867,CON011867,First11866 Last11866,user11866@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_010400,CON011868,CON011868,First11867 Last11867,user11867@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_010401,CON011870,CON011870,First11869 Last11869,user11869@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_010402,CON011871,CON011871,First11870 Last11870,user11870@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_010403,CON011872,CON011872,First11871 Last11871,user11871@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_010404,CON011873,CON011873,First11872 Last11872,user11872@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_010405,CON011874,CON011874,First11873 Last11873,user11873@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_010406,CON011875,CON011875,First11874 Last11874,user11874@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_010407,CON011876,CON011876,First11875 Last11875,user11875@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_010408,CON011877,CON011877,First11876 Last11876,user11876@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_010409,CON011878,CON011878,First11877 Last11877,user11877@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_010410,CON011879,CON011879,First11878 Last11878,user11878@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_010411,CON011881,CON011881,First11880 Last11880,user11880@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_010412,CON011882,CON011882,First11881 Last11881,user11881@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_010413,CON011883,CON011883,First11882 Last11882,user11882@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_010414,CON011884,CON011884,First11883 Last11883,user11883@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_010415,CON011886,CON011886,First11885 Last11885,user11885@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_010416,CON011887,CON011887,First11886 Last11886,user11886@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_010417,CON011889,CON011889,First11888 Last11888,user11888@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_010418,CON011890,CON011890,First11889 Last11889,user11889@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_010419,CON011891,CON011891,First11890 Last11890,user11890@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_010420,CON011892,CON011892,First11891 Last11891,user11891@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_010421,CON011894,CON011894,First11893 Last11893,user11893@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_010422,CON011895,CON011895,First11894 Last11894,user11894@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_010423,CON011896,CON011896,First11895 Last11895,user11895@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_010424,CON011897,CON011897,First11896 Last11896,user11896@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_010425,CON011898,CON011898,First11897 Last11897,user11897@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_010426,CON011899,CON011899,First11898 Last11898,user11898@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_010427,CON011900,CON011900,First11899 Last11899,user11899@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_010428,CON011901,CON011901,First11900 Last11900,user11900@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_010429,CON011902,CON011902,First11901 Last11901,user11901@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_010430,CON011903,CON011903,First11902 Last11902,user11902@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_010431,CON011904,CON011904,First11903 Last11903,user11903@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_010432,CON011905,CON011905,First11904 Last11904,user11904@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_010433,CON011906,CON011906,First11905 Last11905,user11905@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_010434,CON011907,CON011907,First11906 Last11906,user11906@example.com,,Analyst,100.0,A,Highest record_quality_score,1
